GMP-SYN-GLUT-RXN,1
GLY-X-CARBOXYPEPTIDASE-RXN,0
PYRIDOXKIN-RXN,0
2.7.1.148-RXN,1
RXN-12461,0
3PGAREARR-RXN,1
RXN-18700,0
RXN-9657,1
RXN66-602,0
RXN-9537,1
1.11.1.15-RXN,0
RXN-9516,1
UDPREDUCT-RXN,0
RXN0-1281,0
CDPREDUCT-RXN,1
RXN0-1483,0
RXN0-7298,0
GLUTAMIN-RXN,1
1.8.4.14-RXN,0
RXN-11881,0
RXN-9534,0
UBIQUITIN--PROTEIN-LIGASE-RXN,0
RXN-20590,0
RXN-11477,0
RXN-11361,0
RXN-16809,0
PROTEIN-KINASE-RXN,0
TRIACYLGLYCEROL-LIPASE-RXN,0
PRIBFAICARPISOM-RXN,1
BIOTINLIG-RXN,0
4.2.1.61-RXN,1
RXN-19349,0
ADENYL-KIN-RXN,1
2.3.1.180-RXN,0
1.8.1.4-RXN,0
RXN0-7114,0
RXN-9531,1
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN,0
CYSPH-RXN,0
3.2.1.106-RXN,0
RXN-11868,0
RXN-14776,0
2.4.1.83-RXN,0
RXN-11376,0
HOLO-ACP-SYNTH-RXN,0
ALKANE-1-MONOOXYGENASE-RXN,0
RXN-15564,0
ACID-PHOSPHATASE-RXN,0
RXN0-1133,1
RXN-5463,0
RXN-13296,0
ADENOSINE-NUCLEOSIDASE-RXN,0
GART-RXN,1
RXN-9527,1
RXN-17863,0
GLUC1PURIDYLTRANS-RXN,1.000000e+00
THIOREDOXIN-REDUCT-NADPH-RXN,1
PMPOXI-RXN,0
RXN-5286,1
RXN-10656,0
RXN-13304,0
RXN-8366,0
RXN-7811,0
RXN-11368,0
RXN-8409,0
RXN-10039,0
RXN-18742,0
RXN-9661,1
RXN-13449,0
RXN-8348,0
RXN-9523,1
SULFITE-OXIDASE-RXN,0
RXN-17860,0
RXN-8389,0
RXN-17190,0
RXN-17017,0
RIBONUCLEOSIDE-DIP-REDUCTI-RXN,0
FORMYLTHFDEFORMYL-RXN,0
RXN-16152,0
RXN-8357,0
PHENYLALANINE-DECARBOXYLASE-RXN,0
RXN0-267,1
CATAL-RXN,0
RXN-14537,0
RXN-18701,0
RXN-9658,1
RXN-8308,0
RXN-9538,0
RXN-15071,0
RXN-14664,0
RIBOKIN-RXN,0
RXN-11481,0
RXN-11195,0
RXN-18505,0
RXN-10815,0
RXN-19405,0
RXN-11698,0
GDPREDUCT-RXN,1
ENOYL-ACP-REDUCT-NADH-RXN,0
RETICULINE-OXIDASE-RXN,0
RXN-14959,0
RXN-7679,0
SERINE-O-ACETTRAN-RXN,0
RXN-9557,0
RXN-8300,0
RXN-9535,1
RXN-13267,1
RXN-9514,1
1.10.2.2-RXN,0
SQUALENE-MONOOXYGENASE-RXN,0
ORNCARBAMTRANSFER-RXN,1
RXN-17573,0
IMIDPHOSDEHYD-RXN,1
ABC-19-RXN,0
SIROHEME-FERROCHELAT-RXN,0
3.1.1.23-RXN,0
RXN1G-1436,0
RXN0-5293,0
RXN-12116,0
NQOR-RXN,0
RXN-12148,0
OHMETHYLBILANESYN-RXN,1.000000e+00
RXN-7568,0
RXN-16045,0
RXN-13633,0
DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN,0
RXN-16509,0
RXN-19765,0
DXS-RXN,1
RXN-12128,0
RXN-15006,0
ABC-12-RXN,1
RXN-1884,0
RXN-4444,0
2.1.1.34-RXN,0
HOMOGLUTATHIONE-SYNTHASE-RXN,0
RXN-19299,0
RXN-19605,0
2.8.1.6-RXN,0
RXN-17007,0
ABC-70-RXN,1
HISTCYCLOHYD-RXN,1
RXN-20214,0
2.7.8.11-RXN,0
RXN-18337,0
RXN0-4121,0
TRANS-RXN-366,0
ASNSYNA-RXN,0
DIHYDROXYISOVALDEHYDRAT-RXN,1
RXN-14971,0
R203-RXN,0
RXN-9584,0
RXN-9616,0
RXNQT-4163,0
UROGENDECARBOX-RXN,1.000000e+00
RXN-17870,0
1.14.13.70-RXN,0
RXN-12518,0
AMPSYN-RXN,1
RXN-16410,0
DEOXYCYTIDINE-KINASE-RXN,0
RXN-19230,0
RXNQT-4171,0
RXN-12466,0
2.7.7.1-RXN,0
RXN-17878,0
RXN-8026,0
DCMP-DEAMINASE-RXN,1
3.6.3.6-RXN,0
RXN-8060,0
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,1
GTP-CYCLOHYDRO-II-RXN,0
UREIDOGLYCOLATE-HYDROLASE-RXN,0
RXN-17854,0
3.4.11.18-RXN,0
GLYRIBONUCSYN-RXN,1
RXN-12458,0
RXN-19145,0
RXN-16823,0
RXN-16332,0
2.5.1.64-RXN,0
RXN-20595,0
RXN-2543,0
RXN-6641,0
TRANS-RXN-220,0
1.8.5.1-RXN,0
GLYCINE--TRNA-LIGASE-RXN,0
TRANS-RXN0-478,0
RXN0-7141,0
RXN-13883,0
RXN0-7283,0
GLUTAMATE-N-ACETYLTRANSFERASE-RXN,0
GLY3KIN-RXN,0
2.4.2.12-RXN,0
DIHYDROOROTATE-DEHYDROGENASE-RXN,0
MALATE-DEH-RXN,1
RXN-12396,0
RXN-2202,0
AGMATIN-RXN,0
RXN-15775,0
RXN0-7078,0
RXN-19583,0
RXN-11890,0
LYSINE--TRNA-LIGASE-RXN,0
3.2.1.130-RXN,0
RXN-12375,0
RXN0-7013,0
3.6.3.3-RXN,0
CPM-KDOSYNTH-RXN,0
TRANS-RXN-358,0
RXN-12322,0
RXN-13309,0
RXN-19042,0
RXN-11400,0
RXN-1726,0
RXN-12300,0
PORPHOBILSYNTH-RXN,1.000000e+00
CHORISMATE-SYNTHASE-RXN,1
RXN66-306,0
RXN-15745,0
ABC-7-RXN,0
CHOLESTENONE-5-ALPHA-REDUCTASE-RXN,0
RXN-7775,0
TRANS-RXN-178,0
RXN-17634,0
